id,city,year,cultural_expenditure_budget,cultural_expenditure_final,bureau_budget,bureau_final,total_budget,bureau_scope_note,methodology,official_source_title,official_source_url,key_policies,last_verified,notes
government-2017-17,澎湖縣,2017,316947000,246090870,275544000,210641390,9077569000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-18,基隆市,2017,313888100,295225180,283555100,269995310,17804683220,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-19,新竹市,2017,498324000,444974760,414744000,368519890,19998225000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-20,嘉義市,2017,434933000,386784140,397758000,354657370,13173089000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-21,金門縣,2017,795026000,754473200,514426000,481487900,14234148000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-22,連江縣,2017,145048000,133975630,145048000,133976000,3590527000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-01,新北市,2018,3034166460,2962167170,2189771110,2145473270,162038957000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-02,臺北市,2018,7147038740,6609167390,2897346280,2786456350,174196885560,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-03,桃園市,2018,5424550000,5183885810,2328338000,2239335120,110054384000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-04,臺中市,2018,4340204500,4172499850,2005328500,1953136530,139156602000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-05,臺南市,2018,3661481000,3588604310,2934956000,2907331040,84857087000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-06,高雄市,2018,3149793590,3093008650,2343416000,2294660700,129165402000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-07,宜蘭縣,2018,505660000,487337600,434718000,418082940,23128108000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-08,新竹縣,2018,446112000,414706510,442627000,412102680,23622170000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-09,苗栗縣,2018,716034800,677843050,699652800,662534890,22831168000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-10,彰化縣,2018,494381000,447162490,490686000,444021710,43957173000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-11,南投縣,2018,242877000,229027060,242877000,229027060,28612582000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-12,雲林縣,2018,524803000,448327890,350953000,326502000,31575367000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-13,嘉義縣,2018,272765000,231229760,587380000,375546890,31694945000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-14,屏東縣,2018,1174065000,1135037710,536411000,515795000,41840146000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-15,臺東縣,2018,292325000,278441230,267065000,253319310,22513694000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-16,花蓮縣,2018,322972000,304214030,257157200,242579630,22863889000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-17,澎湖縣,2018,341327000,280629200,299401000,247977480,10382074000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-18,基隆市,2018,346446620,330196870,309567620,297355920,18903622000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-19,新竹市,2018,636317000,587033050,493832000,454578560,20386100000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-20,嘉義市,2018,356202000,331220610,307076000,287881290,15065894000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-21,金門縣,2018,760743000,693595930,471988000,417006520,14397967000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2018-22,連江縣,2018,147887000,138393450,147887000,138393000,4212645000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-01,新北市,2019,3000740140,2939594400,2007631450,1968922910,163662023000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-02,臺北市,2019,7780103080,7283981690,3299975010,3112485810,168652957000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-03,桃園市,2019,6426226110,6141218430,3192139000,3039583640,114510980000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-04,臺中市,2019,4215923960,2705851290,1429051460,1362939110,132666508000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-05,臺南市,2019,3411717000,3337290640,2317192000,2267882990,86258744000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-06,高雄市,2019,3754303910,3689258950,2237476000,2190847170,133489579000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-07,宜蘭縣,2019,687923000,659794790,577835000,552886500,24976504000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-08,新竹縣,2019,336369000,293270840,332884000,290309140,26606017000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-09,苗栗縣,2019,852163000,820160850,836191000,804954420,23883679000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-10,彰化縣,2019,733703000,634256850,730524000,631482120,51585479000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-11,南投縣,2019,200400000,192765890,200400000,192765890,27157860000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-12,雲林縣,2019,1398221000,1303060000,872225000,858470000,41620526000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-13,嘉義縣,2019,327903000,312131510,482151000,453437210,33494627000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-14,屏東縣,2019,1478521000,1410072790,862270000,597349000,43432852000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-15,臺東縣,2019,270627000,253831310,270623000,253922430,19128038000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-16,花蓮縣,2019,459267000,450437270,401201000,392822160,23198571000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-17,澎湖縣,2019,419097000,356074630,354474000,302441060,11242909000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-18,基隆市,2019,1035578320,1021234270,900422320,889271920,20403209100,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-19,新竹市,2019,862504000,827408620,681066000,655677650,20362180000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-20,嘉義市,2019,500766000,441953880,461256000,407372480,14780748000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-21,金門縣,2019,810755000,655439400,504870000,386805640,14642489000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2019-22,連江縣,2019,432932000,428493150,432932000,428493000,4834299000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-01,新北市,2020,3664589120,3429481120,2477307580,2311709540,178688035000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-02,臺北市,2020,7783847430,7392696860,3316421100,3117453450,171821369000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-03,桃園市,2020,6394012700,6032404400,2666806000,2554190080,122834000000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-04,臺中市,2020,3479828940,3382228330,2103401190,2047125320,146449943000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-05,臺南市,2020,4145993000,3888817920,3095195000,2895306210,100794465000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-06,高雄市,2020,3363143930,3264566970,2428258950,2379962930,146557779000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-07,宜蘭縣,2020,472036000,443463490,395569000,370022340,24050107000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-08,新竹縣,2020,294804000,203661850,292419000,202334660,28697176000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-09,苗栗縣,2020,712320000,674604490,695913000,659205580,23936185000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-10,彰化縣,2020,459410000,406587660,454857000,403171960,48303750000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-11,南投縣,2020,257041000,246175580,257041000,246175580,28909064000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-12,雲林縣,2020,880102000,764741820,348177000,292190000,32980156000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-13,嘉義縣,2020,273577000,221544200,438857000,367848220,29485097000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-14,屏東縣,2020,1220624000,1176425810,778504640,582893000,45792750000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-15,臺東縣,2020,509391000,486425940,492914000,471712000,21741107000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-16,花蓮縣,2020,668150000,507781330,606434000,450176930,24999598000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-17,澎湖縣,2020,470309000,452376190,274220000,260277870,11099967000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-18,基隆市,2020,493053000,472754550,406873000,388140940,20639320000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-19,新竹市,2020,1660207000,1607685380,1474856000,1432317330,23532525000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-20,嘉義市,2020,457869000,393605440,414994000,357588280,15522510000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-21,金門縣,2020,667789000,541556640,386382000,279152550,15397713000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2020-22,連江縣,2020,269378000,264314050,269378000,264314000,5588904000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-01,新北市,2021,4291613200,4080044670,3038665200,2902891420,179392552000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2021-02,臺北市,2021,9620466170,9156399040,4530785240,4319910530,186730527000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
